Time,12 m,24 m,36 m,48 m,60 m,72 m,84 m,96 m,108 m,120 m
198408,11.5812440771015,12.1275306925458,12.2443852540108,12.3655817239265,12.4299544144716,12.4701860853435,12.5299026853487,12.4966003302765,12.4415510453893,12.3795635465691
198409,11.1026362542439,11.7080803836104,11.9137404519613,12.0358300930532,12.1142115296847,12.1746545417766,12.2206310771961,12.1562934912726,12.0863595768608,12.0226300308572
198410,10.1479388064483,10.8167510742845,11.0937409966588,11.2375036335348,11.326794619415,11.4377250558098,11.5526273468151,11.4829696894197,11.4557287315453,11.3694114877233
198411,9.42320828287505,10.2605060745058,10.6113212063514,11.0151707269086,11.1089193668781,11.3160282826021,11.5172391332749,11.3877370622717,11.3497690999325,11.2517151705462
198412,9.07810609954555,9.90818719566433,10.3868539699538,10.7976308625168,10.9565019215084,11.2856750866526,11.5186542815386,11.3423404641751,11.374313427604,11.2925725641077
198501,8.89072080635325,9.72875685615993,10.1655047371595,10.5179476243355,10.6324292094349,10.9004578463821,11.0591890776022,10.806215559265,11.0105642266477,10.9519681799619
198502,9.64645992658149,10.3810025902314,10.8381210139715,11.2399086417694,11.3480090111953,11.6454408007827,11.809831207141,11.6034838076752,11.7409323826111,11.657231239239
198503,9.44825047498216,10.2352820642258,10.6309536837204,11.0367718361042,11.1382730183821,11.4651010977293,11.5541890204011,11.3786847407235,11.5048555510614,11.4536705690383
198504,8.95508171363607,9.82708285394758,10.2688553057778,10.6772772324009,10.8046476288205,11.2097341495152,11.26071778826,11.2406138959136,11.3960503163933,11.2818137874328
198505,7.98837035989289,8.82814355401842,9.25588245669396,9.72969850152332,9.76240968388927,10.1453022790351,10.1304991951661,10.090699777844,10.2708678573172,10.2287981879786
